"ID","frame","dates","direction","track","ifgm_url"
"us6000jqxc","005D_05199_131313","20230209_20230305","D","005","https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/005/005D_05199_131313/interferograms/20230209_20230305/20230209_20230305.geo.diff_pha.tif"
"us6000jqxc","005D_05199_131313","20230128_20230305","D","005","https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/005/005D_05199_131313/interferograms/20230128_20230305/20230128_20230305.geo.diff_pha.tif"
"us6000jqxc","005D_05199_131313","20230116_20230305","D","005","https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/005/005D_05199_131313/interferograms/20230116_20230305/20230116_20230305.geo.diff_pha.tif"
"us6000jqxc","005D_05199_131313","20230221_20230305","D","005","https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/005/005D_05199_131313/interferograms/20230221_20230305/20230221_20230305.geo.diff_pha.tif"
"us6000jqxc","005D_05398_131313","20230305_20230329","D","005","https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/005/005D_05398_131313/interferograms/20230305_20230329/20230305_20230329.geo.diff_pha.tif"
"us6000jqxc","005D_05398_131313","20230221_20230329","D","005","https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/005/005D_05398_131313/interferograms/20230221_20230329/20230221_20230329.geo.diff_pha.tif"
"us6000jqxc","005D_05199_131313","20230209_20230305","D","005","https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/005/005D_05199_131313/interferograms/20230209_20230305/20230209_20230305.geo.diff_pha.tif"
"us6000jqxc","005D_05199_131313","20230128_20230305","D","005","https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/005/005D_05199_131313/interferograms/20230128_20230305/20230128_20230305.geo.diff_pha.tif"
"us6000jqxc","005D_05199_131313","20230116_20230305","D","005","https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/005/005D_05199_131313/interferograms/20230116_20230305/20230116_20230305.geo.diff_pha.tif"
"us6000jqxc","005D_05199_131313","20230221_20230305","D","005","https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/005/005D_05199_131313/interferograms/20230221_20230305/20230221_20230305.geo.diff_pha.tif"
"us6000jqxc","005D_05000_131313","20230305_20230329","D","005","https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/005/005D_05000_131313/interferograms/20230305_20230329/20230305_20230329.geo.diff_pha.tif"
"us6000jqxc","005D_05000_131313","20230221_20230329","D","005","https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/005/005D_05000_131313/interferograms/20230221_20230329/20230221_20230329.geo.diff_pha.tif"
"us6000jqxc","005D_05199_131313","20230209_20230305","D","005","https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/005/005D_05199_131313/interferograms/20230209_20230305/20230209_20230305.geo.diff_pha.tif"
"us6000jqxc","005D_05199_131313","20230128_20230305","D","005","https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/005/005D_05199_131313/interferograms/20230128_20230305/20230128_20230305.geo.diff_pha.tif"
"us6000jqxc","005D_05199_131313","20230116_20230305","D","005","https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/005/005D_05199_131313/interferograms/20230116_20230305/20230116_20230305.geo.diff_pha.tif"
"us6000jqxc","005D_05199_131313","20230221_20230305","D","005","https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/005/005D_05199_131313/interferograms/20230221_20230305/20230221_20230305.geo.diff_pha.tif"
"us6000jqxc","005D_05199_131313","20230221_20230329","D","005","https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/005/005D_05199_131313/interferograms/20230221_20230329/20230221_20230329.geo.diff_pha.tif"
"us6000jqxc","005D_05199_131313","20230305_20230329","D","005","https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/005/005D_05199_131313/interferograms/20230305_20230329/20230305_20230329.geo.diff_pha.tif"
"us6000jqxc","005D_05199_131313","20230209_20230329","D","005","https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/005/005D_05199_131313/interferograms/20230209_20230329/20230209_20230329.geo.diff_pha.tif"
