Frame;dates;url;Direction;Observation;id;Wrapped.Interferogram
026D_07514_131212;20210127_20210202;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/26/026D_07514_131212/interferograms/20210127_20210202;D;Postseismic;us7000d0d0;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/26/026D_07514_131212/interferograms/20210127_20210202/20210127_20210202.geo.diff_pha.tif
034A_07467_001015;20201229_20210203;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/34/034A_07467_001015/interferograms/20201229_20210203;A;Coseismic;us7000d0d0;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/34/034A_07467_001015/interferograms/20201229_20210203/20201229_20210203.geo.diff_pha.tif
034A_07467_001015;20210104_20210203;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/34/034A_07467_001015/interferograms/20210104_20210203;A;Coseismic;us7000d0d0;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/34/034A_07467_001015/interferograms/20210104_20210203/20210104_20210203.geo.diff_pha.tif
034A_07467_001015;20210122_20210203;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/34/034A_07467_001015/interferograms/20210122_20210203;A;Postseismic;us7000d0d0;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/34/034A_07467_001015/interferograms/20210122_20210203/20210122_20210203.geo.diff_pha.tif
034A_07467_001015;20210110_20210203;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/34/034A_07467_001015/interferograms/20210110_20210203;A;Coseismic;us7000d0d0;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/34/034A_07467_001015/interferograms/20210110_20210203/20210110_20210203.geo.diff_pha.tif
034A_07467_001015;20210128_20210203;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/34/034A_07467_001015/interferograms/20210128_20210203;A;Postseismic;us7000d0d0;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/34/034A_07467_001015/interferograms/20210128_20210203/20210128_20210203.geo.diff_pha.tif
034A_07467_001015;20210116_20210203;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/34/034A_07467_001015/interferograms/20210116_20210203;A;Postseismic;us7000d0d0;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/34/034A_07467_001015/interferograms/20210116_20210203/20210116_20210203.geo.diff_pha.tif
099D_07414_161310;20210201_20210207;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/99/099D_07414_161310/interferograms/20210201_20210207;D;Postseismic;us7000d0d0;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/99/099D_07414_161310/interferograms/20210201_20210207/20210201_20210207.geo.diff_pha.tif
099D_07414_161310;20210126_20210207;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/99/099D_07414_161310/interferograms/20210126_20210207;D;Postseismic;us7000d0d0;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/99/099D_07414_161310/interferograms/20210126_20210207/20210126_20210207.geo.diff_pha.tif
099D_07414_161310;20210102_20210207;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/99/099D_07414_161310/interferograms/20210102_20210207;D;Coseismic;us7000d0d0;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/99/099D_07414_161310/interferograms/20210102_20210207/20210102_20210207.geo.diff_pha.tif
099D_07414_161310;20210114_20210207;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/99/099D_07414_161310/interferograms/20210114_20210207;D;Coseismic;us7000d0d0;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/99/099D_07414_161310/interferograms/20210114_20210207/20210114_20210207.geo.diff_pha.tif
099D_07414_161310;20210108_20210207;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/99/099D_07414_161310/interferograms/20210108_20210207;D;Coseismic;us7000d0d0;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/99/099D_07414_161310/interferograms/20210108_20210207/20210108_20210207.geo.diff_pha.tif
099D_07414_161310;20210120_20210207;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/99/099D_07414_161310/interferograms/20210120_20210207;D;Postseismic;us7000d0d0;https://gws-access.jasmin.ac.uk/public/nceo_geohazards/LiCSAR_products/99/099D_07414_161310/interferograms/20210120_20210207/20210120_20210207.geo.diff_pha.tif
